id	SARS-COV2_Mock	SARS-COV2_Mock	SARS-COV2_Mock	SARS-COV2	SARS-COV2	SARS-COV2	SARS-CoV-2_Rux	SARS-CoV-2_Rux	SARS-CoV-2_Rux
GLB1L3	0	2	0	0	0	0	0	0	1
CRLF1	2	3	3	1	0	3	4	4	0
GPR19	2	6	5	1	3	0	4	1	7
ZNF681	0	0	0	0	0	0	0	0	0
PHYHD1	0	2	0	1	2	2	4	1	1
CHST13	2	2	1	0	1	0	2	0	0
TRO	0	6	5	1	0	2	1	2	0
KCNIP3	1	9	6	1	5	0	7	7	2
LOC100272217	5	24	23	33	37	42	34	55	44
SCG2	4	16	8	19	24	17	36	32	24
ZNF221	7	26	16	11	6	8	10	16	7
MROH8	4	22	19	2	4	3	2	5	6
ANGPT1	16	44	40	2	5	4	2	4	6
SNORA31	0	4	6	25	46	37	29	39	38
TTTY15	2	13	13	2	6	6	7	5	11
LOC100652768	3	9	10	8	3	10	5	8	11
LOXL3	1	15	14	8	13	9	10	14	9
DIRAS3	0	2	3	0	0	1	1	1	1
ZG16B	1	1	1	0	0	0	0	1	0
IGSF6	0	1	2	2	2	3	2	3	3
RNF112	2	15	10	13	17	23	22	29	9
POM121L9P	1	2	4	1	0	2	3	0	0
LBP	3	11	20	13	10	6	0	0	2
TAPT1-AS1	4	20	25	3	10	1	3	6	5
OSCAR	1	12	9	6	2	2	12	3	2
FAM131B	6	9	5	5	6	2	5	7	9
ESYT3	0	6	6	0	1	5	8	1	5
ALOX12	1	15	19	15	7	17	18	19	16
FAM53A	2	8	6	3	4	4	3	2	2
SEC14L1P1	4	23	11	16	13	15	26	10	14
SULT1C2	2	10	14	3	4	2	6	5	3
PHF21B	3	9	5	14	14	17	19	21	17
C4orf36	0	4	2	2	1	0	3	4	1
SNORD76	1	10	10	1	3	3	8	4	2
WNT10B	4	13	11	6	7	8	4	6	6
BIN2	1	4	2	1	0	1	2	0	1
LOC100289361	2	8	6	3	3	4	4	4	6
SYT8	0	1	0	0	0	0	0	1	1
MIR21	0	1	4	1	4	2	3	4	1
ROR2	3	8	6	7	5	8	7	7	8
MS4A6A	0	5	1	1	0	0	0	0	0
CILP2	1	5	6	5	14	14	22	13	9
ZNF233	4	9	10	0	3	2	7	4	3
TRAF3IP3	1	11	2	3	2	2	12	4	5
RAB3A	3	13	6	3	2	8	12	6	11
SNORA25	2	13	8	14	40	28	37	21	31
CLEC7A	0	3	0	0	1	0	0	1	0
AGAP2	2	10	5	5	4	2	1	7	2
NAIP	0	11	6	6	2	5	9	7	4
FLJ45513	6	0	9	3	1	1	4	6	1
HAS2-AS1	0	12	10	5	6	5	6	4	3
NKPD1	0	5	5	5	2	3	5	3	4
LILRB4	0	2	0	1	2	0	0	1	1
MASP2	2	39	23	32	42	41	74	57	47
MAN1C1	2	13	9	4	1	1	1	4	2
GPD1	2	6	5	0	1	3	5	1	1
NOS2	3	14	4	1	5	3	1	1	2
LOC646903	4	20	22	15	37	38	53	40	33
FAM162B	0	2	0	0	0	0	0	0	0
LCE3D	0	0	0	0	0	0	0	1	0
C8orf44	3	16	13	17	12	17	21	20	19
CHD5	0	4	5	4	2	0	8	7	6
ZMYND15	1	0	2	3	3	1	1	2	2
IGSF1	4	34	35	31	22	22	43	31	22
C10orf95	0	5	0	0	1	0	0	0	1
MSS51	3	12	10	6	6	6	4	4	10
MBNL1-AS1	3	10	15	1	0	1	3	4	1
1-Mar	7	43	30	16	18	15	28	25	20
IL2RB	0	7	1	0	0	0	0	1	0
FZD10	0	0	0	0	0	0	0	0	0
ZNF610	0	1	0	0	0	0	0	1	1
CLEC4A	2	0	0	16	16	31	32	44	21
PCDHA5	6	16	12	3	5	1	5	6	2
PTN	2	0	0	0	1	1	1	1	1
SNORD35A	1	8	9	4	4	3	5	2	5
SOX18	0	2	0	1	0	1	0	0	0
SCARNA10	0	1	1	2	1	1	0	0	0
TMEM254-AS1	1	10	12	0	1	2	1	1	2
HBQ1	2	11	8	0	1	0	1	1	1
KCNH2	1	2	3	3	2	3	1	4	1
SSTR2	0	2	3	3	2	6	4	4	1
NAPA-AS1	0	8	9	5	9	7	4	8	7
SIRT4	8	8	11	5	10	16	8	17	16
PRR7-AS1	4	10	19	11	6	9	13	15	11
TGFBR3L	1	8	1	1	0	0	3	0	0
LOC646471	2	18	24	12	8	10	20	6	18
DLG5-AS1	3	17	18	8	6	8	9	7	11
VAX1	1	23	16	2	7	4	8	7	3
TMEM105	2	12	10	2	5	4	11	9	4
GRIK2	7	35	29	8	8	4	15	13	10
DCST2	0	11	9	7	6	6	5	11	9
AGAP11	2	10	2	2	3	5	7	1	3
CATSPERG	4	8	14	7	1	13	15	9	12
ADAMTS8	2	6	6	0	0	0	0	1	1
EBLN2	3	5	8	13	11	10	31	19	24
FUT8-AS1	1	1	4	0	0	1	0	2	3
ISLR	1	1	4	8	3	5	14	8	5
CELF5	5	18	9	15	10	13	31	30	9
KRT34	2	1	3	1	0	0	1	2	3
CHRFAM7A	3	14	3	5	7	3	7	5	3
LOC400684	3	7	10	4	4	2	7	5	5
ZNF501	1	2	2	3	4	2	2	10	2
SMPD3	2	13	7	6	4	7	6	3	2
HOXD9	4	13	13	8	13	10	4	17	6
FAM3D	0	0	0	0	0	0	0	0	0
FNDC8	6	30	20	15	20	14	23	16	9
ZNF575	0	3	3	0	1	1	3	1	4
USP44	1	7	7	4	6	0	6	7	2
SPINK7	0	0	0	0	0	0	0	0	0
CAPS2	2	12	9	15	17	8	18	18	15
CD3E	0	0	0	0	0	0	0	1	1
PBX4	0	3	4	4	1	1	7	6	3
NEURL2	1	6	3	2	2	4	4	0	2
GPR141	1	4	4	2	1	2	1	0	0
ZNF483	1	13	9	7	6	6	16	2	1
MOGAT1	0	0	0	1	0	0	2	0	0
NKAPP1	6	16	7	12	9	8	11	7	7
PARVG	0	1	0	0	0	1	3	0	2
FCN1	0	7	0	6	0	0	0	1	1
CT62	1	1	3	2	3	3	3	4	1
MYB	1	14	21	12	7	5	4	13	3
NINJ2	0	3	2	0	0	0	0	0	0
MEG9	5	32	36	44	43	56	52	64	48
LOC554206	1	9	7	4	7	5	11	6	3
TRAM1L1	5	11	6	0	4	1	3	7	3
KCNT2	7	26	24	36	35	36	57	25	33
MASP1	2	0	1	1	0	1	3	2	1
IDI2-AS1	2	8	12	3	2	4	13	12	6
CRYGS	2	6	8	1	3	1	2	4	1
KIF9-AS1	1	12	6	2	2	5	5	1	2
KLLN	9	25	15	10	6	6	24	15	10
CLDN11	1	1	2	2	0	0	5	0	1
FAM71F2	3	16	15	7	10	10	11	18	17
C8orf48	2	17	7	2	3	5	3	4	4
DUOXA2	0	0	0	1	1	0	0	1	0
CYP2E1	0	0	3	5	8	4	7	13	2
PCDHA11	8	26	22	2	4	1	5	6	8
PRKG1-AS1	4	21	28	6	3	5	7	5	10
MIR4426	0	0	0	0	0	0	0	0	0
KCNK17	0	0	0	0	0	0	0	0	0
BCDIN3D-AS1	4	11	11	8	5	5	7	2	9
KLRG1	2	16	21	0	0	0	2	4	6
ZNF582-AS1	0	2	1	0	5	0	4	1	1
DGCR9	4	21	21	7	14	6	26	21	13
SNORA62	3	12	5	14	9	20	22	28	14
IRF4	1	5	5	11	12	10	16	23	13
TTC3P1	8	58	23	7	10	6	14	14	10
SERPINA4	0	0	1	1	0	0	0	3	0
ACTL10	0	1	1	0	0	0	0	0	0
CDNF	2	10	13	2	2	5	1	5	2
CATSPER2	0	8	5	1	3	0	3	0	5
KCNQ4	0	4	4	10	15	14	23	21	9
ACTN2	0	3	0	4	5	8	2	4	1
SNORD32A	5	14	11	8	8	5	3	7	5
FAM227B	2	12	10	1	1	5	3	3	3
DEPDC4	4	8	6	3	2	1	2	0	1
UPK2	0	1	3	0	0	0	0	0	0
SNORD83B	0	5	4	2	2	0	0	4	3
TSNAXIP1	2	9	5	3	5	3	1	4	2
EFHB	15	22	34	5	6	0	11	6	8
RYR2	2	9	7	2	2	1	7	0	2
BMI1	2	8	3	2	0	3	3	0	2
USP32P2	2	5	10	3	2	10	10	10	9
PDZRN3	0	0	0	1	0	0	0	0	0
ACAD11	2	13	10	5	6	2	5	4	5
FXYD2	3	14	7	0	2	1	1	4	3
MAMSTR	0	2	0	1	0	0	2	3	0
ALDH1L1	2	7	3	0	0	0	2	2	0
ACPP	3	5	5	6	6	2	5	0	3
RNF165	0	5	6	3	5	7	2	10	3
CACNA1C	0	0	0	1	1	1	0	0	1
WAS	1	6	3	0	3	2	1	5	1
IGSF9B	1	5	6	1	1	1	1	0	1
MTMR7	2	16	23	10	13	12	17	12	14
DRP2	0	3	3	0	1	3	9	1	1
KRT83	0	8	10	0	1	0	5	3	1
ETV2	3	8	6	1	0	2	3	1	0
CGB7	0	10	6	7	7	3	8	9	8
ATP1A2	2	10	5	2	0	3	5	1	0
EFCAB6	2	15	11	9	6	5	16	13	5
ZNF404	0	11	3	2	2	4	3	3	1
GPR135	2	11	8	0	2	2	3	2	2
CCDC144B	0	11	8	11	17	21	36	27	18
SCUBE2	5	9	10	65	72	82	98	111	72
TFEC	0	8	2	2	0	1	1	3	1
PROX1	1	13	11	34	52	55	82	96	77
PAN3-AS1	5	21	17	26	31	24	40	44	47
PLA2G4E	0	0	1	1	1	0	0	0	0
WNT2B	1	4	4	5	3	4	3	10	3
RNF144A-AS1	2	19	5	9	13	8	4	4	5
SCARNA17	1	7	5	2	3	3	2	2	2
SRL	0	1	2	0	1	1	2	2	1
ENTPD3-AS1	2	11	7	1	5	4	6	5	3
POU2F3	0	1	2	4	0	0	1	2	1
A2M-AS1	3	13	9	4	10	4	5	5	3
LMO1	0	7	0	0	0	2	1	1	0
P2RX5-TAX1BP3	3	18	10	42	47	45	71	78	66
SOSTDC1	0	2	1	0	0	0	0	1	1
RPS10P7	4	9	13	2	4	7	8	1	5
ZNF682	0	0	0	0	0	0	0	0	0
LOC100379224	0	4	5	8	5	3	11	7	9
TMEM221	6	20	17	4	3	2	3	4	1
KIAA0825	5	12	11	2	7	6	9	8	10
AATK	3	5	7	5	9	14	30	15	6
PAXBP1-AS1	3	12	6	8	1	4	15	7	7
IL10	0	0	0	0	0	0	0	2	2
LINC00839	1	1	2	1	0	0	1	1	0
BEST1	1	5	6	1	0	1	1	0	0
ZBTB7C	0	5	5	4	2	4	9	8	7
KCNV1	3	17	13	1	0	4	4	2	2
CD300A	0	1	0	0	1	0	1	1	1
COX6B2	0	5	1	3	3	2	4	2	3
NRTN	1	3	6	0	0	0	1	3	0
LILRA5	0	3	2	1	0	0	0	1	1
AKR1C4	10	47	52	6	2	2	8	6	2
ZSWIM8-AS1	0	5	4	9	5	6	7	6	9
SNORD68	4	11	10	17	7	11	10	14	13
CREB3L1	1	5	9	1	4	2	4	3	1
KCNIP2	3	10	7	8	11	8	16	7	12
TDO2	3	18	26	7	3	6	2	3	6
SNORD2	5	19	13	8	10	8	8	5	12
TCHH	8	62	26	10	27	19	55	33	37
CCM2L	0	1	1	0	0	0	2	0	0
PKNOX2	0	0	1	0	0	1	0	2	1
NIPSNAP3B	1	16	9	7	6	4	7	5	13
MGC16275	3	23	23	13	8	12	12	14	8
C18orf32	0	0	1	0	0	0	2	0	0
SRRM5	2	14	11	7	4	4	18	8	2
ZMAT1	6	8	9	5	2	3	4	2	2
KDM4D	1	6	3	5	4	2	4	3	2
DMC1	1	10	5	2	2	0	5	8	2
CPLX1	0	0	2	0	0	0	3	0	0
SNORD30	2	21	11	6	7	3	1	3	7
SNORA64	3	11	5	4	8	6	2	1	10
SNORD26	4	12	7	9	15	9	16	13	16
PLXDC1	1	9	6	7	0	4	2	7	8
TMPRSS11B	0	0	0	0	0	1	0	0	0
CD6	0	3	1	0	1	0	3	0	0
TIGD3	1	6	6	9	13	20	28	20	27
LINC00304	1	7	8	2	0	1	5	3	3
CYP39A1	2	9	4	2	1	1	0	4	3
HSD17B6	3	23	22	1	2	2	9	1	2
TRPC4	0	1	0	0	0	0	0	0	0
BTK	1	1	0	4	7	6	5	3	4
C12orf54	0	0	0	0	0	0	0	0	0
P2RY11	7	11	24	10	15	8	17	15	8
VGF	1	7	4	5	6	12	7	8	11
HIST2H2BF	1	8	5	34	25	27	58	46	49
EVI2A	0	5	1	4	1	1	3	0	0
SNORD50B	2	10	6	22	28	28	23	24	11
SMAD9	3	3	4	1	1	6	11	3	2
VWCE	4	37	24	9	15	15	33	10	14
FAM189A1	12	51	17	7	5	4	7	16	13
CELF6	2	20	25	6	15	7	15	14	3
KRT20	2	11	18	3	0	1	1	2	6
SYNDIG1	1	3	14	2	0	0	1	2	1
ANKUB1	0	0	0	0	0	1	0	0	0
REM2	1	25	13	22	29	32	45	29	23
MYLK-AS1	2	6	5	4	1	2	4	4	5
LOC100128398	0	10	7	3	2	6	8	4	5
ZNF385D	0	0	0	0	0	0	0	0	0
ZNF578	0	0	0	0	0	0	1	0	0
WDFY3-AS2	3	8	1	2	3	1	5	5	6
GNA14	0	2	2	0	2	1	0	0	2
LOC100132215	6	20	13	8	10	3	10	9	8
FIBIN	0	0	0	0	0	0	0	0	1
HCG27	1	3	10	14	15	13	25	12	10
AK8	3	25	7	5	6	2	8	5	7
GP1BA	4	34	29	9	6	4	5	11	9
C3orf35	2	11	7	37	44	45	51	59	33
ABCA10	1	4	5	5	7	6	6	7	7
SHC4	1	17	15	2	9	9	4	10	6
PINLYP	0	4	4	21	14	15	17	10	12
CNR1	5	22	37	10	4	19	16	23	14
DOK2	0	2	0	0	0	0	0	1	0
MILR1	1	6	10	2	4	1	3	0	3
SNORD60	2	10	5	1	4	6	14	13	4
RGS9	2	7	8	6	11	4	10	11	7
CCDC102B	1	2	2	1	0	0	1	1	0
IFNL4	0	0	0	4	3	0	0	0	1
FAM25A	0	0	0	0	0	0	1	0	0
HS3ST6	1	5	5	0	1	2	4	1	1
LINC00324	3	13	3	2	13	10	10	9	16
SEMA3D	0	5	2	2	2	1	1	2	0
UBAC2-AS1	0	11	13	3	1	2	3	0	2
C2orf66	1	6	7	11	9	11	10	8	9
LOC100506472	0	10	6	12	3	8	15	5	15
FZD9	1	4	5	0	3	3	3	3	3
SNORD25	4	14	7	6	4	4	13	8	7
PTPRG-AS1	4	12	9	1	3	4	2	3	1
GLTPD2	0	14	16	3	4	2	10	6	3
PRRT1	1	5	0	0	1	0	5	0	5
ZNF844	0	0	0	0	0	0	0	0	0
DCAF4L1	2	7	3	44	49	47	73	62	43
KCNJ5	0	1	0	1	0	0	0	0	2
NGF	6	11	8	8	8	9	16	18	13
PDZD3	3	6	6	4	5	3	5	5	2
SAMD13	1	6	4	2	0	4	4	12	3
AKAP3	2	8	2	3	1	6	1	3	0
KCTD19	0	5	2	2	5	4	4	1	3
TBX5-AS1	0	0	0	0	0	0	0	0	0
HCN4	12	55	46	9	15	18	19	19	21
SLC12A5	1	7	1	4	3	0	1	0	2
SLC38A4	0	1	0	13	10	15	16	7	10
EPHX3	0	0	0	0	0	0	0	0	0
GATA5	0	6	9	0	2	1	3	3	2
HRH2	4	11	6	2	3	2	3	2	3
COL8A2	1	1	3	1	4	2	3	2	2
MIR1304	3	6	4	6	10	8	7	9	8
BEND6	2	27	10	3	1	3	3	3	1
CTHRC1	0	6	8	2	8	3	6	2	4
LOC100130238	0	8	8	2	1	6	1	5	2
RYR3	5	13	8	1	2	4	5	4	7
CAMK2N2	2	7	9	3	1	1	3	2	2
SLC25A34	0	3	2	2	1	0	1	0	0
SLC6A12	0	4	3	17	13	20	35	34	23
PON1	4	9	8	20	6	11	16	12	11
PPEF1	4	13	9	10	10	6	11	18	8
SYNE3	2	2	1	3	2	2	7	4	4
PTENP1	4	24	8	9	9	6	12	9	9
LILRA3	0	2	0	1	0	1	0	1	3
GAL3ST4	2	5	2	1	2	0	4	2	0
ARHGAP6	0	0	1	6	4	12	13	5	11
MGC12916	0	4	1	7	7	10	16	10	6
C4BPB	1	3	3	0	1	0	5	1	0
LILRB3	2	2	4	4	2	5	11	6	3
PCDH10	1	5	0	1	1	0	0	0	2
PRG4	6	22	9	13	11	14	3	5	2
PHYHIPL	5	18	9	11	6	19	24	29	17
LINC00526	0	9	6	4	3	2	3	7	4
CYP2D6	2	7	8	3	1	4	7	6	6
EPHA7	0	2	1	0	0	0	0	0	1
EFCAB12	1	2	1	0	2	0	1	4	0
MTMR8	0	9	8	5	3	1	4	1	2
KLB	5	24	23	7	6	2	11	13	6
NOS1AP	2	15	11	11	5	7	9	12	5
SLCO1B1	14	38	22	21	18	21	26	29	24
F7	1	5	7	0	0	0	0	0	0
AIM2	0	0	0	0	1	0	0	0	0
C2orf88	8	42	32	5	7	5	14	14	13
PCYT1B	1	1	0	0	0	0	0	0	1
MORC2-AS1	2	19	17	6	4	2	2	5	6
CCDC7	3	8	7	4	4	3	6	7	6
TPI1P2	7	14	7	4	4	6	4	4	8
CELF4	1	1	1	1	0	0	2	0	0
CNTN3	0	0	0	0	0	0	0	0	0
REREP3	3	22	7	22	18	11	26	17	17
IL18RAP	0	0	1	1	1	1	0	2	2
KLHL6	0	0	0	0	0	0	0	0	0
DOK7	0	1	4	0	1	0	0	1	0
HGF	4	1	1	0	0	0	0	0	0
COL9A3	0	0	0	0	0	1	0	0	0
PLA2G4F	0	0	0	0	0	0	0	0	0
NKX1-2	0	0	0	0	0	0	1	0	0
LINC00638	4	17	13	6	5	1	9	6	6
LOC100128361	3	12	10	3	4	2	9	5	2
CATSPERB	5	12	14	7	5	3	4	6	9
CACNB4	3	19	19	2	19	8	10	15	4
C9orf152	2	13	7	2	1	3	2	2	5
NLRC3	4	18	10	12	9	8	16	14	8
HIST1H1E	0	4	2	7	11	7	28	9	8
CHRD	0	4	3	3	2	2	9	2	1
MIR25	0	6	3	1	4	4	11	4	2
BTBD16	2	11	15	1	4	0	5	2	1
LTC4S	0	3	0	0	0	0	2	0	0
KLRG2	3	8	5	1	0	3	3	0	1
ARHGAP15	0	0	2	3	4	2	3	3	0
TOB1-AS1	0	8	9	10	2	4	7	7	5
PSG5	3	12	11	1	1	0	3	0	5
ALX3	4	5	7	13	22	12	23	15	9
C19orf73	1	5	0	0	1	0	3	2	1
TUBB1	2	23	16	23	27	33	38	37	33
FAM13A-AS1	0	2	2	9	7	6	1	4	1
HSPB7	0	2	2	1	0	0	0	0	2
NKAIN1	9	16	14	15	22	30	19	31	29
ZNF345	0	1	1	0	0	0	1	1	0
PET117	5	10	15	3	4	0	4	3	0
FLJ37035	1	1	3	0	0	0	0	0	1
FAM20A	0	8	0	3	5	2	10	8	9
SNORA6	2	5	9	6	5	7	6	9	4
DDN	2	15	10	12	15	16	15	18	14
ZKSCAN7	0	0	0	0	0	0	0	0	0
DNAJC28	2	6	5	7	4	4	11	9	4
CD101	2	9	4	2	1	3	1	2	3
MIPEPP3	1	10	2	5	4	8	9	11	13
KLHDC1	2	6	8	2	2	4	7	6	8
PRKG1	1	6	2	1	1	0	2	0	1
PIK3C2G	0	0	0	1	0	0	0	0	0
LOC100132356	5	25	16	17	29	15	27	22	21
PRKRIP1	1	8	0	1	2	3	1	2	1
JMJD1C-AS1	2	6	3	2	2	3	1	3	0
L3MBTL4	0	1	4	0	0	0	2	0	1
CBR3-AS1	0	2	4	0	2	1	3	1	4
CCR5	0	3	0	2	0	1	0	1	2
KLHL35	1	13	18	1	4	6	3	5	2
ADORA1	2	9	8	2	5	3	3	2	2
C15orf62	0	11	8	7	6	9	4	8	11
CXCR6	0	1	0	0	0	1	0	0	0
NLRP3	0	0	2	2	2	2	1	1	0
GHR	0	1	2	1	0	0	0	0	0
KCNC3	2	28	9	1	7	0	4	8	5
ENKUR	2	4	6	7	10	6	8	3	4
CDH10	4	18	9	25	16	22	21	17	13
TUBA8	2	11	9	8	5	11	9	8	9
LCN12	1	9	19	1	3	0	5	3	2
PLEKHS1	4	5	5	6	4	7	6	4	3
PABPC3	4	32	21	5	6	6	11	8	8
LOC100287036	1	16	9	4	6	3	4	2	0
SCN7A	0	0	0	0	0	0	0	0	0
PRPH	1	13	7	2	1	6	8	3	5
TMEM178A	4	6	8	7	5	13	9	16	4
HIST2H2AC	1	5	1	1	1	0	4	0	5
ECM2	0	1	3	1	0	1	2	3	0
ZNF90	0	0	0	0	0	0	0	0	0
PRDM13	1	10	4	3	2	1	6	0	3
SNORD89	2	14	11	10	13	13	4	17	10
CNGA1	1	0	5	1	0	1	5	2	0
SNORA24	3	1	4	0	2	6	9	4	2
GZMA	0	2	0	0	0	0	0	2	1
HIST1H2AI	2	17	17	38	36	31	55	42	52
NEFM	2	10	4	7	2	5	7	1	9
NPEPL1	0	5	2	0	3	0	0	0	1
CDSN	2	2	7	2	3	2	6	3	5
GSTM5	0	0	0	0	0	0	0	0	0
PTCHD4	0	2	2	0	2	0	0	1	3
SAP25	0	3	0	0	0	1	0	0	0
EFNA2	1	5	5	2	7	7	6	11	3
DBNDD2	0	0	2	2	3	2	1	1	3
KRBOX1	0	0	0	0	0	0	0	0	0
CD300LG	0	0	1	0	0	0	0	0	2
SSR4P1	2	6	4	0	4	4	2	3	2
SCN5A	7	46	35	17	29	27	17	29	19
TGM4	1	0	3	1	0	3	2	2	3
CASR	0	0	0	0	0	0	0	0	0
CACNA1I	1	2	6	5	7	9	2	5	1
KCNAB1	2	17	7	2	2	2	5	11	3
RHPN1-AS1	2	4	2	4	1	1	1	3	0
SLC22A31	0	1	1	1	0	0	1	0	0
CCDC148	2	17	15	6	10	3	6	9	4
CAMK1G	0	1	1	5	8	2	5	3	1
CDHR5	2	3	1	1	2	0	3	3	3
PIH1D2	2	12	11	2	3	1	6	3	1
CCL19	1	0	0	0	1	0	0	1	4
CD3D	0	2	0	0	0	0	0	2	0
ERP27	0	0	1	0	0	0	1	0	0
IDH1-AS1	0	3	8	1	1	0	0	1	4
GSTT2	0	0	0	0	0	0	0	0	0
LEF1	0	0	0	1	0	0	0	1	0
CPED1	0	0	1	0	1	0	1	0	0
SNORD23	0	6	2	3	3	3	2	1	4
SYNGR4	3	22	14	0	0	2	4	5	3
CCDC154	2	2	2	0	1	1	2	3	0
GPR27	1	2	3	0	0	0	3	1	0
C4orf47	8	25	32	3	7	4	9	13	9
KCNJ8	2	4	6	0	3	1	2	0	1
SULT1A2	0	1	2	0	0	0	0	1	0
LOC730183	1	3	5	3	3	2	3	1	3
SNORD4A	2	12	9	4	7	5	7	11	4
FUT6	1	2	1	1	0	0	0	1	0
LYPD6B	0	0	0	0	0	0	0	0	0
VSIG1	1	6	9	2	3	7	4	9	4
CCDC65	6	11	15	9	9	8	16	12	13
SLC22A1	1	4	13	6	16	13	13	23	11
HEPH	0	0	0	0	0	1	0	0	0
LRRC37A	2	5	7	2	4	3	8	9	4
SHISA2	0	1	4	1	1	1	2	1	0
ARMCX5-GPRASP2	6	12	5	4	1	2	4	3	2
GHRLOS	1	10	4	1	2	6	4	1	3
FAM184B	3	14	9	8	16	9	18	17	7
LINC00494	0	2	0	1	0	0	0	1	0
ACTR3C	0	0	0	0	0	0	1	0	0
LDB3	1	4	1	0	0	1	1	5	0
DNAH3	6	44	25	11	4	4	16	11	15
DPY19L2P1	3	16	7	12	10	10	19	16	19
HRASLS	2	5	7	1	0	0	0	2	1
CDHR3	2	11	5	1	1	1	4	4	1
CEND1	6	25	20	4	2	0	2	4	5
SNORA10	0	6	1	3	5	1	6	4	4
C2CD4C	0	4	5	3	2	8	2	1	1
USHBP1	0	1	1	0	2	0	3	0	1
MCMDC2	2	15	10	3	3	4	6	13	7
ANKRD19P	1	12	7	6	7	7	13	8	4
AMTN	0	0	0	0	0	0	0	0	0
AOAH	1	1	0	1	0	0	0	0	1
TREX2	0	3	2	0	0	1	1	0	0
RASGRF1	1	5	3	0	1	1	5	3	2
HK3	0	3	1	0	0	0	0	1	0
AQP7	2	14	16	1	0	2	5	2	1
CCDC87	3	14	9	6	3	5	4	3	5
HSP90B2P	3	12	17	17	20	17	30	16	20
KCNN1	0	7	2	13	14	29	29	26	32
LOC728752	3	11	12	5	5	2	5	10	6
LOC729603	3	7	6	21	15	14	28	20	15
SCN3B	1	11	3	6	1	3	12	5	9
MYO1A	2	9	7	2	3	3	4	4	5
KLF15	0	2	0	2	4	2	3	3	1
RASL11B	0	2	0	0	0	1	3	2	1
SNORA16A	1	5	6	1	3	0	4	2	3
LOC646214	9	21	18	5	8	8	12	19	11
INHA	10	12	12	2	5	9	12	7	7
SERHL2	0	13	7	7	7	4	8	5	6
MIR4442	1	11	15	0	4	2	1	2	0
PTCH2	1	13	8	8	2	3	5	4	4
GNRHR2	1	13	11	4	2	6	1	7	5
ZNF69	0	0	0	0	0	0	0	0	0
ZNF137P	0	0	0	0	0	0	0	0	0
LINC00858	5	14	4	2	1	2	5	2	2
BEST3	0	6	3	12	7	3	6	5	3
GRIK5	1	18	13	2	5	9	18	13	4
LEAP2	2	2	7	5	10	9	6	15	6
TRIM54	2	5	2	6	5	2	3	7	0
NPM2	0	0	1	0	0	0	3	1	0
C1orf220	1	10	9	3	0	0	6	10	5
LRRC37A6P	0	18	14	5	3	1	7	6	8
EN1	3	10	4	5	7	4	5	2	0
KCNK15	2	12	9	1	5	0	1	1	3
DBIL5P	2	6	3	5	7	3	10	11	8
ARIH2OS	0	5	3	6	4	4	13	5	4
SNORD38B	0	4	4	17	12	25	22	21	21
RBBP8NL	1	0	0	0	0	0	0	0	0
GVINP1	0	0	0	0	0	0	0	1	1
PIFO	3	9	10	1	1	2	0	0	3
KIAA1614	7	16	12	12	11	16	14	14	8
CERS1	2	9	1	1	4	2	1	3	2
HIST1H2AG	4	10	10	6	6	4	15	10	13
SPDYE3	3	22	20	2	4	2	6	2	8
CSNK2A3	5	15	7	1	3	4	3	7	5
LTK	1	5	4	2	3	7	4	7	2
ZNF790-AS1	0	0	0	0	0	0	0	0	0
ATP8B5P	0	5	7	6	4	2	3	1	9
LOC100506801	4	9	10	2	1	2	6	4	5
TM4SF5	1	4	2	1	1	1	0	1	0
SPINK6	0	0	0	1	0	0	1	0	0
NWD1	0	0	0	0	1	0	1	0	0
SNORD18C	4	22	19	8	8	13	7	14	12
GALNT15	0	0	0	1	0	0	2	1	3
TRIM17	1	6	2	3	1	0	6	2	1
LILRB2	0	3	0	1	1	0	0	1	1
EMID1	0	8	3	0	2	0	0	0	0
BSN	1	2	4	3	2	2	6	8	3
AHCTF1P1	2	8	8	3	13	4	15	10	6
C6orf99	1	6	7	1	0	2	2	6	2
MSMB	0	2	0	0	0	0	1	0	0
SNORA48	0	2	3	14	12	11	26	19	19
COLEC11	0	5	3	23	25	22	29	25	20
POPDC2	1	2	0	2	1	1	4	1	6
SLC2A1-AS1	1	12	3	1	1	6	4	3	3
SMIM1	0	5	0	2	0	0	0	1	1
ARL10	1	0	1	1	0	0	0	0	0
P2RY13	0	0	0	0	0	0	0	0	0
FIGNL2	1	8	11	8	7	8	15	12	13
NUDT4	2	17	14	4	10	8	10	8	6
CHRNB4	9	5	5	0	1	0	4	0	1
TMEM130	1	5	2	1	0	4	1	1	4
IL17D	2	6	6	2	0	1	0	0	1
PCDHGA10	0	1	1	0	0	0	0	0	1
CLDN14	0	0	2	7	4	2	5	0	2
ENOX1	6	20	9	3	3	3	6	9	4
GNG7	1	2	3	4	5	4	1	11	2
GGN	1	5	1	2	0	3	7	4	6
SNORD110	1	15	16	5	4	2	4	4	4
CERKL	3	17	13	3	2	1	4	2	3
GUSBP4	1	9	3	4	3	4	1	2	5
CYP26A1	1	7	5	6	7	4	1	4	3
DPH3P1	3	18	7	2	2	4	10	4	1
RPSAP9	2	11	9	4	3	3	3	3	7
TNNI1	0	1	2	1	2	0	0	0	0
ZNF423	4	33	20	8	5	7	7	10	8
ZNF442	0	0	0	0	0	0	1	0	0
MAK	2	15	8	6	12	17	13	13	13
LMCD1-AS1	2	5	6	4	3	5	3	1	5
