id	Series16_A549-ACE2_SARS-CoV-2_1	Series16_A549-ACE2_SARS-CoV-2_2	Series16_A549-ACE2_SARS-CoV-2_3	Series16_A549-ACE2_SARS-CoV-2_Rux_1	Series16_A549-ACE2_SARS-CoV-2_Rux_2	Series16_A549-ACE2_SARS-CoV-2_Rux_3
CYP19A1	0	0	0	0	3	0
SLFN12L	0	0	1	0	0	0
CPO	0	1	1	3	0	0
C6	0	0	0	0	0	1
LRRC19	0	0	0	0	1	1
CCL27	1	3	1	3	2	3
ALAS2	0	0	0	1	0	0
PDZRN4	0	0	0	0	0	0
LOXHD1	0	0	0	2	0	0
GRK7	0	7	8	11	5	2
MEP1A	0	0	0	1	0	0
DYDC2	0	0	0	0	0	0
GSG1	0	0	0	0	1	0
SUGT1P3	0	2	5	1	2	4
SLC28A2	0	0	1	0	0	1
GOLGA6L10	0	0	1	6	1	0
ELAVL3	1	3	3	7	5	4
GMNC	0	0	0	0	0	0
MIR3074	0	2	1	0	0	0
MORN5	1	0	1	0	1	0
LOC100128593	0	0	0	0	0	0
C10orf99	0	0	0	0	0	1
C11orf42	3	3	5	9	8	4
SDR9C7	0	0	1	1	1	0
LGR5	2	3	2	3	4	5
OTOGL	1	1	0	0	0	0
SH2D7	2	1	2	1	0	1
WDR93	0	0	1	0	0	0
CDH15	0	0	0	0	0	0
ALLC	3	3	8	8	20	8
IL36A	0	0	0	0	0	0
GNRH2	0	0	0	1	0	0
SLC38A3	1	1	2	2	1	1
TTC29	0	0	0	1	0	0
NPY6R	0	0	1	2	2	1
LRRTM2	3	0	0	4	2	1
SLC6A7	1	4	3	2	2	2
HIST1H3F	0	3	0	3	2	2
HIST1H2AL	0	0	0	0	0	0
SND1-IT1	0	0	0	1	0	0
LINC00689	0	0	0	1	0	0
TMC1	0	0	0	0	0	2
GLYATL1	1	1	3	1	1	1
LOC341056	0	0	0	0	0	0
VWA8-AS1	1	0	0	0	0	0
TBC1D26	1	1	1	3	1	0
CYP2F1	1	1	1	2	1	3
LOC100505622	0	0	0	0	0	1
KLK1	0	0	0	0	1	0
LOC100289473	1	2	0	1	1	0
GCNT7	4	1	0	2	1	2
LMOD3	0	0	1	2	2	0
KLHL38	0	1	0	1	1	0
IFNA1	1	0	0	0	0	0
CACNA1F	0	0	0	0	0	0
ZDHHC15	0	0	0	0	0	0
LCE1C	0	0	0	0	0	0
TSPAN32	0	0	0	0	0	0
MIR5587	0	0	0	2	0	0
RPRML	0	0	0	1	5	0
SIGLEC8	0	0	1	0	0	0
CDKL4	5	7	9	7	4	10
OXER1	0	0	0	0	0	0
PSD2	2	1	0	3	1	0
RIMS1	0	0	0	0	0	0
SNX31	2	5	3	1	8	5
FCGR2C	0	0	0	0	0	0
PTPN5	0	0	2	0	4	0
DOC2GP	1	0	1	0	0	0
KLRC1	0	0	1	2	0	0
TAS2R10	2	4	4	5	1	1
ANKRD63	0	0	0	0	0	0
RPL3L	0	1	0	0	0	2
ADAMTS18	1	0	1	2	6	0
CPSF4L	0	0	0	0	0	0
CNBD2	2	2	5	10	3	4
PXT1	1	0	1	0	1	0
TREML2	0	0	0	0	0	0
TCHHL1	0	0	0	0	0	0
LRRC55	1	1	1	0	1	1
MRS2P2	1	0	2	2	1	1
FAM216B	0	0	0	0	0	0
CYP46A1	0	0	0	0	0	2
C17orf99	0	0	0	0	0	0
SNORD88C	0	0	0	0	0	0
CDH22	0	1	0	1	2	1
GRM4	0	0	0	2	0	0
LOC100130673	0	1	0	1	2	1
ADCY8	0	0	1	0	0	1
CNTFR	1	1	2	4	3	1
TTTY14	0	0	0	0	0	0
MIR5581	0	0	0	1	1	0
MAP3K19	2	1	3	5	0	3
ZNF804A	0	0	0	0	0	0
SDCBP2	0	0	0	0	2	0
SHISA8	0	0	1	0	0	0
IL17REL	0	0	3	12	6	2
LY6G6D	4	5	7	7	3	3
IFNA5	10	7	10	13	12	7
SNORD121B	1	3	0	1	1	0
MIR223	0	0	0	0	0	0
PGAM4	2	2	0	0	1	0
MYO3A	0	1	2	0	1	2
FLT3	3	0	0	0	0	2
STARD13-AS	0	0	0	0	0	0
ZNF676	0	0	0	0	0	0
KLK2	1	2	0	1	1	3
NPPC	2	0	0	2	1	0
PKDREJ	0	0	0	0	0	0
ZBBX	0	0	0	0	0	0
LHFPL3-AS2	3	1	0	1	0	0
MIR200A	0	0	0	1	0	0
FCGR1B	0	0	0	0	0	0
CELF3	3	2	0	2	2	2
ARMC4	0	0	0	0	0	0
CALHM3	0	0	0	0	0	0
ZP1	0	3	0	2	3	2
P2RX2	0	0	0	1	0	1
SNORD116-1	0	0	0	0	0	0
ARL17B	0	0	0	0	0	0
LOC284950	0	1	0	0	1	1
VWA3B	0	0	0	0	0	0
LINC00266-1	1	1	0	2	1	4
BANCR	0	0	0	0	0	0
LOC441455	0	0	0	0	0	0
LEFTY1	0	3	0	0	1	0
GATA3-AS1	0	3	0	1	0	1
KCNK4	0	1	1	2	0	1
CLLU1OS	1	2	2	1	2	0
ADAM20	0	0	3	2	1	1
HRH4	1	0	0	0	1	0
CATSPERD	8	3	4	13	5	5
SHISA3	0	0	0	0	0	0
SV2C	0	0	0	0	0	0
SNORD117	1	1	1	1	0	1
CYP3A4	3	3	2	4	4	2
CPA5	1	0	0	0	1	1
LOC158434	2	1	0	3	0	0
AKR1C6P	1	1	0	1	0	0
B3GNT6	0	0	0	0	1	0
SNORD59A	2	2	1	0	3	1
GPR182	0	0	0	0	0	0
KCNK13	0	1	1	0	2	0
SNORD7	3	2	8	5	2	6
KLHL10	0	0	2	0	0	1
MADCAM1	0	0	0	4	1	0
MYBPC2	0	0	1	1	0	1
ZSCAN4	0	0	0	0	0	0
FAM228A	0	0	0	0	1	0
MEIS1-AS3	0	2	2	0	1	0
CHRNG	1	1	1	0	1	1
LAMP5	2	2	2	7	0	1
IL5RA	0	0	0	0	0	0
HIST1H4A	1	1	0	1	2	0
HIST1H2BM	1	4	2	3	3	4
LINC00271	0	1	1	1	1	1
MIR4768	0	0	1	0	0	0
RS1	1	0	0	1	1	0
CXorf65	0	0	0	0	0	0
IL22	0	0	0	0	0	0
MED4-AS1	2	1	3	9	8	8
TCAM1P	5	3	5	7	5	2
SERPINB11	0	0	0	0	0	0
CDH7	0	1	0	0	0	0
CEACAM22P	0	2	1	0	0	2
LINC00160	0	0	0	0	1	0
ITIH1	1	0	1	2	0	1
ZDHHC19	0	0	0	0	1	0
ERVFRD-1	0	0	0	0	0	0
RPL13AP17	0	0	0	0	0	0
NUGGC	0	0	0	1	0	0
ERAS	2	1	3	1	0	0
TUBB8	2	0	0	2	4	1
KCNC1	1	0	0	0	1	0
KRT3	0	0	0	0	1	0
DCC	0	0	0	0	0	2
ZNF536	0	0	0	2	0	0
FAM71E2	0	0	0	1	2	1
SLC8A1-AS1	0	0	0	1	0	1
CDK15	0	0	1	1	0	0
TMC2	1	0	1	0	2	1
KCNE2	1	0	1	1	1	1
SLC5A4	1	1	1	2	2	2
MGC2889	2	3	0	2	0	0
UGT2B17	0	0	0	0	0	0
UGT2B10	0	0	0	0	0	0
SLC26A8	0	0	1	0	0	0
SLC35F1	0	2	1	0	0	0
C6orf118	2	1	1	3	2	1
TTC16	0	3	1	3	2	0
ZRANB2-AS2	0	1	0	1	0	0
ACRV1	1	0	1	0	0	2
HSP90AB4P	0	0	0	0	1	1
CASP14	0	1	0	0	0	0
CYP4F22	0	0	1	0	0	1
MIA	0	0	1	1	0	0
CES5AP1	0	0	0	0	0	0
POU1F1	0	6	4	3	4	2
LINC00602	1	0	0	0	0	0
FAM71F1	2	1	3	6	3	5
XKR5	0	0	1	1	0	0
IFNG	0	0	0	1	4	0
RFX4	0	1	3	1	2	3
NCAN	1	3	0	3	2	1
TDRD12	0	0	1	0	0	0
APOC1P1	0	0	0	0	0	0
GDF7	1	0	0	0	1	0
ABCG5	0	1	0	0	0	0
SLC38A11	0	0	0	2	0	1
HTR3C	0	0	0	0	0	0
EPHA5	0	1	1	0	2	2
GRM1	0	0	0	0	0	0
WNT16	2	1	0	3	3	2
MIR29A	0	0	0	0	0	0
TMEFF1	0	0	0	0	0	0
CD40LG	0	0	0	0	0	0
CHIAP2	1	0	0	0	0	0
AKR7A2P1	0	0	0	2	1	0
LOC643441	0	0	0	0	0	0
SNORA54	1	0	0	1	1	1
SYNDIG1L	0	0	0	4	2	1
AGRP	0	1	1	0	2	1
MRO	0	0	0	1	0	0
LOC391322	0	0	0	0	0	0
SPSB4	1	0	0	0	1	0
BLK	0	0	0	0	2	0
EXTL1	1	0	1	1	0	1
FCRL5	0	0	0	0	0	0
HTR3A	0	0	2	0	0	0
MINOS1P1	0	0	1	0	0	0
MCF2L-AS1	0	0	0	0	0	0
SNORD9	0	2	5	2	0	0
LOC100506071	1	1	1	1	2	1
TEX21P	0	0	0	0	1	0
SCG3	0	0	0	0	0	0
TBC1D29	3	5	4	3	10	4
KRT40	0	0	0	0	0	0
TAC4	1	0	0	0	1	0
DNAI2	1	0	2	5	3	2
VIT	0	0	1	1	2	0
TBR1	0	0	1	0	1	2
NLGN1	0	0	0	0	0	0
LNX1-AS2	1	0	0	0	0	1
ANKHD1-EIF4EBP3	2	0	2	3	5	1
MIR30C2	0	2	0	3	0	2
KEL	0	0	1	0	0	0
SCARNA9L	0	2	0	1	0	1
RXFP4	1	0	0	0	0	0
MTUS2-AS1	5	0	7	4	2	0
RTL1	0	1	0	0	0	0
MIR4720	0	0	0	1	0	0
MPO	0	0	0	1	0	0
CERS6-AS1	0	0	0	1	0	0
ZNF660	0	0	0	0	1	0
POM121L2	0	0	2	0	0	0
DNAH8	3	0	1	1	1	1
FLJ42969	0	0	0	0	1	1
SLURP1	0	0	0	0	0	0
ACTG1P4	1	1	2	2	2	0
GLYAT	12	8	12	13	20	7
FGF9	0	0	1	0	0	0
SIGLEC15	0	0	0	0	0	0
CHST8	0	0	1	0	0	1
EGLN2	0	0	0	2	0	0
C5AR2	0	0	0	0	0	0
SIGLEC12	0	0	0	0	0	0
KRTAP19-1	0	0	0	0	0	0
NCR3	0	0	0	0	0	1
GALNT8	2	3	5	9	2	2
ART4	0	0	0	0	1	0
GLIPR1L1	1	1	0	1	3	1
PCDH20	0	0	0	0	0	0
NAGPA-AS1	1	0	0	0	0	0
ANKFN1	1	1	0	0	1	0
PSG7	0	0	0	0	1	0
CABP5	4	5	4	9	7	12
PCDHA8	0	0	1	0	0	1
FAM153C	0	1	0	2	0	1
HCG22	0	0	0	0	0	1
COL10A1	0	0	2	0	1	1
MIR339	2	0	1	1	0	0
GTF2IRD1P1	0	0	0	1	0	0
C9orf57	9	11	5	8	20	15
DRAXIN	1	1	0	0	1	1
C1orf189	1	1	1	1	3	2
PDC	0	2	1	2	2	0
MYOD1	11	15	19	6	5	3
PZP	0	0	1	0	0	0
MIR2116	0	0	1	1	2	0
ADPGK-AS1	0	2	1	0	1	0
MIR3677	0	0	0	0	0	0
ABCC6P1	0	0	0	0	0	2
KRT39	0	0	0	0	0	0
GCGR	1	1	1	1	2	0
ACSBG2	1	0	1	0	0	0
RGPD1	0	0	0	0	0	0
DAPL1	0	0	0	0	0	0
TP53TG5	0	2	1	2	1	1
HCG23	0	0	0	1	0	0
CRB2	2	2	3	3	1	1
PTCHD1	0	0	0	0	0	0
TMLHE-AS1	0	1	1	0	1	2
LRRC38	0	0	0	0	0	0
CRB1	0	0	0	0	1	0
LIPN	1	0	0	0	0	0
TRPM5	0	1	2	1	2	2
DCDC1	0	0	0	1	0	0
PRH2	3	3	1	2	1	1
KRT74	0	0	0	0	0	0
C2orf73	0	0	1	0	1	1
THPO	0	3	1	2	2	3
TCTE1	2	0	1	3	0	2
RHD	0	0	0	0	0	0
SPTA1	1	2	0	0	0	0
GRIA4	1	4	3	8	4	1
CLECL1	0	0	0	0	2	1
SNORA2A	0	1	1	1	0	1
ANKRD20A9P	0	0	0	0	0	1
METTL21EP	0	0	0	0	0	0
LINC00311	0	0	0	0	0	0
FKBP1AP1	0	0	1	2	0	1
KCNK12	0	0	0	0	0	0
TTLL9	0	1	1	1	1	0
LINC00310	0	1	0	0	0	0
PPT2-EGFL8	0	0	0	0	0	0
CCIN	0	0	0	0	1	0
LINC00092	0	1	1	1	1	1
TKTL1	1	2	2	0	0	0
CYP17A1	1	0	0	0	0	1
GABRG3	0	0	1	0	0	0
PLA2G4D	0	1	0	0	0	0
SNORD91B	1	1	0	0	2	0
KRT33B	0	0	0	0	0	0
LOC100128573	0	4	1	1	0	0
FSCN3	4	1	1	0	4	4
TAS2R3	0	0	1	0	0	0
RAB40AL	1	0	2	1	2	0
CASQ1	0	1	1	1	1	2
ZNF32-AS1	2	0	0	3	3	0
IGF2-AS	1	0	0	1	0	0
TRIM34	0	0	0	1	0	0
MTRNR2L8	1	2	2	0	3	0
LINC00167	0	1	1	1	0	0
LINC00612	0	1	0	1	1	1
CCDC38	2	3	3	3	1	1
SNORA49	0	1	0	0	0	0
RNASE2	0	0	0	0	0	0
NPAS3	2	0	0	3	0	1
MIR1249	0	0	0	0	0	0
GPR78	0	0	0	0	1	0
GC	0	0	0	0	0	0
ST18	0	0	1	0	0	0
MIR4470	0	0	1	1	0	0
PLP1	0	1	0	0	0	1
NPPB	4	0	2	4	1	1
CELA2B	1	2	1	1	2	0
CSMD2	0	0	1	0	2	0
C8B	0	0	0	0	0	0
XCL2	1	0	1	0	1	1
LRTM2	2	4	4	8	7	6
TMEM132C	0	0	0	0	0	0
LINC00443	0	0	0	0	0	0
CHP2	0	0	0	0	0	0
CA7	0	0	0	0	0	0
SLC35G6	0	0	0	1	0	1
DACT3-AS1	0	0	2	1	1	0
LOC643387	2	0	0	0	0	0
ACR	0	0	0	0	0	0
SCN11A	1	2	0	4	3	2
LIMD1-AS1	0	0	0	0	0	0
PCDHGA3	0	0	1	0	0	0
IFNK	0	0	0	0	0	0
GATA1	1	0	2	0	0	0
MAP2K4P1	1	1	0	0	0	1
SAGE1	0	0	0	0	0	1
LOC728989	0	1	0	1	3	0
KRTAP5-9	0	0	2	2	1	1
TSPAN19	0	0	3	1	1	1
MKRN9P	0	1	0	0	0	0
RNF17	0	0	0	0	1	1
PRSS57	0	0	0	1	0	1
ALK	0	0	0	0	0	0
PCSK2	0	0	0	0	0	0
OLIG1	0	0	0	0	0	0
ZNF295-AS1	1	0	0	0	2	0
SDC4P	0	0	1	0	1	0
CAPSL	0	0	0	0	0	0
SNORD50A	0	1	1	1	1	0
ORM2	0	0	0	0	0	0
IL20	4	1	1	1	3	0
CCDC89	2	0	0	1	0	0
FGF23	1	2	4	6	10	1
KCTD4	0	2	3	1	0	2
C14orf178	0	0	0	1	1	0
SLC13A2	0	0	0	1	0	0
MTVR2	6	2	3	1	0	0
LOC653653	0	2	2	0	3	2
CCDC141	0	0	0	0	0	0
BPIFA2	0	0	0	3	0	0
ASIP	0	0	1	1	0	2
MKRN7P	0	0	0	1	0	0
HAR1B	0	0	0	0	0	0
SEC14L3	4	2	3	5	9	6
GNAT1	0	0	0	2	0	0
SYNPR-AS1	0	0	0	0	0	0
RBP2	0	0	0	2	3	1
LOC100128164	0	1	0	0	0	0
FLJ34503	0	1	0	0	1	0
CRH	1	1	0	3	0	3
TLR7	1	0	0	2	1	1
LOC100505918	2	2	1	2	1	1
TNFSF18	0	0	0	0	0	0
MIR1915	0	0	0	0	0	0
SNORD98	1	2	1	1	0	1
KRT85	0	0	0	0	1	0
PGAM1P5	0	1	0	0	0	1
LINC00426	0	0	0	0	0	0
SPERT	0	0	2	1	0	1
LINC00514	0	0	0	0	1	0
CBLN1	0	1	0	0	0	0
MIR7-3HG	0	1	0	1	1	0
RTBDN	0	1	0	0	0	0
LOC100129083	0	0	0	0	0	0
LINC00189	0	0	0	0	0	0
MIR1281	0	0	0	0	0	0
HIST1H2BI	1	0	0	1	0	0
GCK	0	0	2	0	0	1
ZNF157	0	0	0	0	0	0
RHBG	0	0	2	0	0	0
SLC9C2	3	2	4	4	5	1
SNORA77	2	1	0	0	2	0
ST8SIA2	0	0	0	0	1	1
OR1F2P	0	2	0	0	1	0
TEKT5	1	1	0	0	0	0
ZNF826P	0	0	0	0	0	0
ECEL1P2	0	0	0	0	0	0
BOK-AS1	1	0	1	0	0	0
C20orf203	1	1	0	2	0	1
FTCD	0	0	0	2	0	0
ENTHD1	0	0	0	0	0	0
UGT2B4	0	0	0	0	0	0
FSTL5	0	0	0	1	0	0
ACOT12	3	6	2	4	1	1
SLC34A1	0	0	0	0	0	0
CLDN20	1	1	1	1	1	0
RPS6KA2-IT1	0	0	0	0	0	0
SLC35G5	0	0	0	0	0	0
MIR320A	1	1	0	0	1	0
SPATA21	0	0	1	0	2	0
VHLL	1	2	6	1	1	6
C1orf229	0	2	3	0	1	0
LOC100287944	0	0	0	0	0	0
NEDD8-MDP1	0	0	0	0	0	0
PTGDR	0	0	0	0	0	0
SNORD18A	1	2	2	6	1	0
OMG	4	1	3	4	1	0
CA10	0	0	0	0	0	0
OR7D2	0	0	0	1	0	0
C3orf49	0	0	0	2	1	1
DMGDH	0	0	0	1	4	0
VTRNA2-1	1	2	0	0	2	0
IFITM4P	1	0	0	2	0	0
FAM27B	0	0	0	1	0	0
PGM5-AS1	0	0	0	1	0	0
RIIAD1	0	0	0	1	0	0
THEM5	1	0	0	0	0	1
LEFTY2	0	0	0	0	0	1
OR13A1	2	3	4	10	7	4
OR4C6	0	0	0	0	0	0
COL4A2-AS1	0	0	0	0	0	0
CMA1	0	0	0	0	0	0
ADAD2	0	0	0	0	0	0
TBC1D3G	0	0	1	1	0	0
PSG8	0	0	0	0	1	0
MIR320E	0	0	2	1	0	0
ZNF534	0	0	0	0	0	0
CD207	0	0	0	0	0	0
LOC284798	0	0	0	0	0	0
ZIC1	0	0	0	0	0	0
GBA3	0	0	0	0	0	0
MEGF10	0	1	1	0	1	1
HIST1H3I	0	0	0	0	0	0
TSPO2	0	0	0	1	0	0
IL17F	1	2	1	1	2	1
MIR106B	0	0	0	2	0	1
SLC26A4-AS1	3	1	0	0	0	0
TRPM3	0	1	0	0	0	0
MIR421	0	0	0	2	0	0
AKAP14	3	0	0	0	0	0
UTS2	1	0	1	3	2	3
TTC24	5	4	10	7	9	7
LOC100130331	0	0	1	0	2	1
OR52N4	0	0	0	0	0	0
SCGB2A1	0	0	1	0	0	0
SERPINE3	0	1	0	0	0	0
SLC10A1	0	1	0	2	1	1
SERPINA12	10	6	4	8	10	3
SNORD116-2	0	0	0	1	1	0
TMEM200C	1	0	0	0	0	0
SLC7A10	0	0	0	3	2	2
NAT8	0	0	1	0	0	0
RTEL1-TNFRSF6B	0	0	1	0	0	0
ENPP6	0	1	2	1	0	1
F11	0	0	0	0	0	0
NBPF11	0	0	0	0	0	0
SKP1P2	0	1	1	1	0	1
LOC643339	1	1	0	0	0	0
GOLGA6B	5	4	5	8	6	4
GOLGA6A	1	6	1	10	5	4
KRT36	0	0	0	0	0	0
ST8SIA5	0	1	0	0	1	1
LOC644554	0	0	0	0	0	0
LRRTM4	0	0	0	0	0	0
CD302	0	0	0	0	0	0
UGT1A3	1	0	0	0	1	0
KNG1	0	0	0	0	0	2
TNRC18P1	1	1	1	1	0	1
LINC00461	0	0	0	0	0	0
IMPG1	1	0	2	6	1	2
FAM45A	0	0	0	0	0	0
WDR11-AS1	0	1	0	1	0	1
LINC00639	0	0	0	0	0	0
CHRM5	1	1	0	1	0	1
NTN3	0	0	0	1	1	0
FAM106A	0	1	0	1	0	0
SNORD1B	2	1	1	0	0	1
JSRP1	0	0	0	0	0	0
SCGB2B2	0	0	0	0	0	0
TMPRSS11A	0	0	0	0	0	0
C5orf64	1	0	1	1	0	1
GABRB2	0	0	1	0	0	0
TTBK1	0	1	0	0	0	0
MIR126	0	0	0	0	0	0
KLHL34	0	0	0	0	0	0
H2BFXP	0	0	0	0	0	1
RHOXF1	0	1	0	1	0	1
HCRTR1	5	3	1	9	2	1
SCARNA4	0	0	1	2	1	0
CD1C	0	1	0	0	0	0
ACTN3	2	3	1	0	2	1
OXGR1	0	0	0	0	0	0
MIR630	0	0	1	1	1	1
CES1P2	0	0	0	0	0	0
KRT33A	0	0	0	0	0	0
LOC100130370	3	0	1	4	4	1
MEP1B	1	5	2	0	1	0
CALR3	0	0	0	1	0	0
MIR4324	1	0	0	1	0	0
SNORD88A	0	0	0	0	1	0
AGXT	0	0	0	0	0	0
TMEM155	0	0	1	0	0	0
RNF133	0	0	0	0	1	0
CPA2	0	2	1	0	1	0
MIR29B1	0	0	0	0	0	0
MIR222	0	0	0	0	0	0
FMR1-AS1	2	2	1	2	2	2
SLC30A2	0	0	0	0	0	0
KCND3	0	1	1	0	1	0
CYP2C19	0	1	0	2	0	2
SNORA2B	1	0	0	2	4	2
HERC2P10	4	1	0	0	1	0
SNORA46	0	3	1	1	0	1
EPX	0	4	0	2	2	0
C17orf47	2	5	1	3	4	0
MIR4746	3	0	1	0	1	2
CYP2G1P	1	5	4	8	8	3
CGB2	0	0	0	1	0	0
SOX11	0	0	0	0	0	0
MIR103A2	0	0	1	0	0	1
GRIK1-AS1	5	7	4	5	1	2
BEND4	3	1	2	1	2	6
LHFPL5	0	0	0	1	0	0
MIR589	0	0	1	1	0	0
DLX6-AS1	0	0	0	0	0	0
MUC17	1	0	2	0	0	2
WEE2	2	0	2	2	3	1
OR2A7	0	0	0	0	0	0
SMPX	0	0	0	0	0	0
DCAF12L2	2	1	0	1	0	0
SCT	2	2	0	2	1	0
WFIKKN2	4	3	3	5	3	3
MIR142	0	0	1	0	0	0
LYG2	1	1	3	2	0	0
POM121L1P	0	0	0	1	3	1
HORMAD2	2	4	4	14	12	10
SYNPR	0	0	0	0	1	0
C9	0	0	1	0	0	0
RHAG	1	0	2	1	0	0
GRM8	4	3	1	0	7	2
PABPC5	0	0	0	0	0	0
FXYD4	0	0	0	2	0	0
ANGPTL5	4	3	0	3	7	4
BLID	0	0	1	0	0	0
LOC100128239	0	0	0	0	0	0
OVCH1	0	0	0	0	0	0
C1QTNF9	1	0	0	0	0	0
LINC00551	0	0	0	0	0	0
GOLGA6D	5	6	12	7	9	3
MYADML2	0	1	0	1	0	0
NOL4	0	0	0	0	0	0
LINC00656	0	0	0	0	0	0
MRAP	0	0	0	1	0	0
SLC45A2	0	0	0	0	1	0
SNORA74B	0	2	0	0	0	1
C5orf47	0	2	0	2	4	2
C6orf201	0	0	0	1	1	0
LINC00222	0	1	0	0	0	0
MOGAT3	0	0	0	1	0	0
LY6H	0	0	0	0	0	0
ASB11	0	1	1	1	0	0
GRIA3	0	0	0	0	0	0
DRD2	0	2	0	0	0	2
ANKRD33	0	0	0	0	0	0
FAM222A-AS1	2	0	0	3	0	0
CD19	0	0	0	0	0	0
MIR423	0	2	2	1	1	1
GAST	0	0	1	0	0	0
EFCAB3	4	2	2	5	0	4
CKM	0	1	0	3	2	2
TEKT4	0	0	0	0	0	0
XIRP2	0	0	0	0	0	0
ALG1L2	0	0	0	1	0	0
BTN1A1	1	1	6	7	7	1
RPP21	0	0	0	1	0	2
SLC26A5	1	1	0	0	2	1
FEZF1	0	0	0	0	0	0
DBH	0	1	0	0	0	0
FCRL2	0	0	0	0	0	0
DISC1	0	0	0	0	0	0
SLC39A12	1	3	9	5	7	2
LGALS12	0	0	0	0	0	0
WSCD2	1	0	0	0	0	0
MIR1247	0	0	0	0	0	0
TMC3	0	0	0	0	0	0
CDRT15	0	0	0	0	0	0
KRT37	0	0	0	0	0	0
CSNK1G2-AS1	1	1	1	5	6	1
SHD	2	0	1	3	1	2
LINC00487	3	0	0	0	1	0
GKN1	0	1	1	1	2	0
ASTL	0	0	0	0	0	0
TNFRSF6B	0	0	0	0	0	0
DSCR8	0	0	0	2	1	0
5-Sep	0	0	0	0	0	0
MCHR1	0	0	0	3	0	0
MIR4787	0	0	0	0	0	0
NEUROG1	0	0	0	0	0	0
HIST1H2AB	0	0	0	0	0	0
NAT16	3	3	1	1	3	4
OR1J1	2	0	1	2	1	2
LOC284632	0	3	0	1	0	0
LINC00623	0	0	0	0	0	0
MIR4257	2	1	0	1	0	1
CD1E	1	0	0	0	0	0
LINC00601	0	0	0	0	1	0
BTBD18	1	0	2	5	4	2
LOC100505978	0	0	0	0	0	1
MTUS2	0	2	0	0	1	2
ADAM21P1	0	0	0	0	0	0
HAVCR1P1	0	0	0	0	0	0
SNORD53	1	1	0	2	2	1
OLIG2	0	1	0	0	0	0
SYN3	2	0	1	0	0	0
CHKB	0	0	0	0	1	0
PRICKLE2-AS1	0	1	0	0	0	0
SLED1	0	0	0	2	0	0
DDX4	2	2	2	0	1	1
IL12B	1	0	0	4	0	0
OR2H2	0	0	0	0	0	0
MIR1206	0	0	0	0	0	1
LENEP	0	0	3	3	1	0
MIR936	0	0	0	0	0	1
HMX2	0	0	0	0	0	0
VENTX	0	0	0	0	0	0
TTC36	2	1	0	3	0	1
LINC00643	0	0	0	0	0	0
SERPINA9	4	3	2	7	4	1
ABCC12	0	0	4	1	0	1
CLEC18C	0	2	0	0	0	1
RNASEK-C17orf49	3	3	1	1	3	1
C17orf64	1	0	0	1	0	0
STPG2	0	0	0	0	0	1
MYOZ2	0	1	0	0	0	1
MAB21L2	0	0	0	0	0	0
PCDHGC4	1	0	0	0	0	0
LOC285819	1	5	4	4	1	1
TNN	2	3	6	3	3	1
BMS1P1	0	0	0	0	0	0
TCERG1L	3	1	0	5	2	1
KRTAP5-10	1	0	0	1	2	1
CLEC12B	0	0	0	0	0	0
CCDC63	0	1	0	1	1	1
UNC13C	0	0	0	0	1	0
MIR1538	0	0	0	0	0	0
SNORD124	0	0	1	0	0	0
CACNA1G-AS1	1	0	0	1	2	0
CACNG1	1	2	0	3	1	0
ZFR2	0	0	0	0	0	1
DCTN1-AS1	0	0	0	0	0	0
IL1F10	0	0	0	0	0	0
CXCR2P1	1	2	1	1	0	0
TMEM239	0	2	1	0	0	0
OR5K2	6	2	11	4	6	1
SLC6A3	0	1	0	0	2	0
POU3F2	0	0	1	0	1	2
CYP3A7	0	0	0	0	1	0
LINC00535	0	0	0	0	0	0
KCNV2	1	0	0	1	1	0
DKFZP434A062	0	0	1	2	3	0
PAGE2B	0	1	1	0	2	0
ATP2B3	0	0	0	1	0	0
MIR3605	0	0	0	0	0	0
ITLN1	0	0	0	0	0	0
CACNA1S	0	0	0	0	1	0
LINC00856	0	0	0	0	0	1
CNTN5	0	0	0	0	0	0
MYBPC1	1	1	0	3	0	1
SNORD116-23	0	0	0	2	0	0
MIR4519	0	0	0	0	0	0
TXNDC2	0	1	0	1	0	0
FGF22	0	0	0	0	0	0
ANKRD36BP2	0	0	0	1	0	0
DNMT3L	1	2	2	11	9	5
ROPN1B	0	1	0	0	1	0
GP5	0	0	0	0	0	0
LOC344967	0	0	0	0	0	0
THEGL	2	0	1	0	1	2
PCDHA9	0	0	0	0	0	0
POU4F3	0	0	0	1	1	0
IL17B	0	0	1	2	0	0
TPI1P3	2	1	1	0	0	0
HOXA9	0	0	0	0	0	0
SNORA14A	0	0	0	0	0	0
NAT2	0	0	0	0	0	0
LINC00536	2	2	2	4	6	0
MROH5	0	0	0	0	0	0
PIR-FIGF	0	0	0	0	0	0
ASB12	0	0	0	1	0	1
TTLL10	0	0	0	1	0	0
IGSF21	0	0	0	0	0	0
CYP4A11	0	0	0	0	0	0
BGLAP	2	0	1	0	0	0
LOC440700	1	1	0	1	0	0
LINC00705	0	2	2	3	2	1
DDX25	0	1	0	0	1	0
POU5F1P3	1	0	1	0	1	0
VSX2	8	2	4	6	7	5
NDUFAF4P1	5	6	4	5	4	3
CPLX4	0	0	0	0	1	1
SIGLEC6	0	0	0	0	0	0
MIR4754	0	0	0	0	0	0
BOLL	2	2	2	0	0	2
SIRPG	0	1	0	0	0	0
MIR3192	1	0	0	0	2	0
